Country name,Ladder score,log_GDP,Social_Support,Life_expectancy,Freedom,Generosity,Corruption,log_GDP_std,Social_Support_std,Life_expectancy_std,Freedom_std,Generosity_std,Corruption_std
Paraguay,5.977,1.398,1.408,0.549,0.788,0.131,0.065,0.04531133435240363,0.8240023389194872,0.17108175229514216,1.0337725326918559,-0.20868727283038782,-0.7085133284583278
Thailand,5.976,1.484,1.347,0.62,0.756,0.283,0.024,0.24834388574910773,0.6403363167246651,0.6031327222681374,0.836132412073091,1.8684245914496174,-1.03446239516914
Malaysia,5.975,1.646,1.143,0.54,0.829,0.226,0.119,0.6308005523335963,0.026108963810833326,0.11631472793236804,1.2869989372346475,1.0895076423446157,-0.27921455766847775
China,5.973,1.497,1.239,0.629,0.704,0.132,0.164,0.2790348528207028,0.31515712988793093,0.6578997466309116,0.5149672160675981,-0.19502206319696672,0.07853441798973076
Honduras,5.968,1.091,1.035,0.502,0.72,0.175,0.081,-0.6794676572614115,-0.29907022302590147,-0.11492381937712275,0.6137872763769805,0.3925819510401399,-0.5813136926687427
Croatia,5.942,1.71,1.445,0.637,0.469,0.064,0.043,0.7818945440706785,0.9354063195950356,0.7065815460644885,-0.9364524197264549,-1.1242563182696008,-0.8834128276690075
Greece,5.934,1.684,1.276,0.696,0.337,0.018,0.093,0.7205126099274889,0.4265611105634787,1.0656098168871182,-1.7517179172788588,-1.7528559614069712,-0.4859139658265537
Bosnia and Herzegovina,5.877,1.465,1.318,0.587,0.621,0.246,0.0,0.20348785695216173,0.5530196832222088,0.4023202996046323,0.002338153212677484,1.3628118350130374,-1.2252618488535179
Libya,5.866,1.526,1.1,0.55,0.592,0.111,0.204,0.3474993178265679,-0.10336052724453298,0.1771669772243393,-0.17677320609807814,-0.48199146549880967,0.39653350746369365
Jamaica,5.842,1.28,1.324,0.567,0.647,0.089,0.028,-0.23326821291284103,0.5710851936020275,0.2806158010206897,0.16292075121542393,-0.7826260774340738,-1.0026624862217437
Peru,5.841,1.371,1.18,0.662,0.615,0.078,0.029,-0.018431443411677628,0.13751294448638104,0.8587121692944167,-0.03471936940334092,-0.9329433834017057,-0.9947125089848946
Dominican Republic,5.823,1.517,1.272,0.511,0.73,0.086,0.196,0.32625172523854046,0.41451743697693294,-0.06015679501434861,0.6755498140703445,-0.8236217063343371,0.3329336895689012
Mauritius,5.816,1.57,1.358,0.49,0.641,0.123,0.118,0.4513764371458118,0.6734564190876662,-0.18794651852748825,0.12586322859940552,-0.31800894989775663,-0.28716453490532684
Moldova,5.816,1.385,1.277,0.542,0.695,0.077,0.044,0.014620367280809086,0.42957202896011476,0.1284851777907623,0.4593809321435705,-0.9466085930351268,-0.8754628504321584
Russia,5.785,1.642,1.351,0.531,0.551,0.138,0.121,0.6213571778500288,0.6523799903112109,0.0615477035695939,-0.42999961064086994,-0.11303080539644011,-0.2633146031947796
Bolivia,5.784,1.217,1.179,0.488,0.719,0.1,0.061,-0.382001361029031,0.13450202608974493,-0.2001169683858825,0.6076110226076441,-0.6323087714664416,-0.7403132374057242
Ecuador,5.725,1.315,1.151,0.64,0.606,0.087,0.078,-0.1506386861816245,0.0501963109839248,0.7248372208520799,-0.09030565332736853,-0.809956496700916,-0.6051636243792898
Kyrgyzstan,5.714,1.054,1.477,0.588,0.834,0.225,0.03,-0.7668188712344117,1.0317557082874014,0.4084055245338294,1.3178802060813295,1.0758424327111946,-0.9867625317480455
Montenegro,5.707,1.571,1.318,0.587,0.632,0.11,0.132,0.4537372807667035,0.5530196832222088,0.4023202996046323,0.0702769446753779,-0.4956566751322308,-0.17586485358943968
Mongolia,5.696,1.353,1.511,0.4,0.501,0.237,0.055,-0.06092662858773198,1.1341269337730395,-0.7356167621552289,-0.73881229910769,1.2398249483122474,-0.7880131008268186
Colombia,5.695,1.437,1.241,0.648,0.644,0.072,0.059,0.13738423556718832,0.3211789666812038,0.7735190202856569,0.14439198990741473,-1.0149346412022322,-0.7562131918794224
Venezuela,5.607,0.0,1.321,0.491,0.518,0.192,0.086,-3.255148047654481,0.5620524384121178,-0.18186129359829112,-0.6338159850289712,0.6248905148082986,-0.5415638064844973
Indonesia,5.568,1.361,1.184,0.472,0.779,0.399,0.055,-0.04203987962059671,0.14955661807292678,-0.2974805672530365,0.9781862487678282,3.4535889089264638,-0.7880131008268186
Bulgaria,5.463,1.629,1.469,0.567,0.62,0.083,0.006,0.5906662107784342,1.00766836111431,0.2806158010206897,-0.003838100556658917,-0.8646173352346002,-1.1775619854324233
Armenia,5.455,1.444,1.154,0.603,0.65,0.051,0.173,0.15391014091343141,0.059229066173833764,0.4996838984717863,0.1814495125234331,-1.3019040435040752,0.1500842131213723
South Africa,5.422,1.389,1.369,0.322,0.537,0.078,0.034,0.024063741764376718,0.7065765214506666,-1.2102643066326044,-0.5164671634115795,-0.9329433834017057,-0.9549626228006493
North Macedonia,5.369,1.475,1.277,0.569,0.58,0.194,0.015,0.22709629316108082,0.42957202896011476,0.292786250879084,-0.25088825133011494,0.6522209340751408,-1.1060121903007818
Algeria,5.364,1.324,1.191,0.568,0.247,0.091,0.2,-0.12939109359359705,0.17063304684938213,0.2867010259498869,-2.3075807565191346,-0.7552956581672315,0.36473359851629755
Hong Kong S.A.R. of China,5.316,1.909,1.184,0.857,0.485,0.147,0.402,1.251702424628168,0.14955661807292678,2.045331030487855,-0.8376323594170724,0.009956081304349421,1.970629000359811
Albania,5.304,1.438,0.924,0.638,0.69,0.138,0.049,0.13974507918807996,-0.633282165052545,0.7126667709936857,0.4284996632968885,-0.11303080539644011,-0.8357129642479131
Congo (Brazzaville),5.221,0.892,0.622,0.306,0.523,0.124,0.138,-1.1492755378189006,-1.5425795208367472,-1.3076279054997584,-0.6029347161822891,-0.3043437402643355,-0.12816499016834518
Mozambique,5.216,0.56,0.883,0.156,0.728,0.158,0.196,-1.9330756199550134,-0.7567298193146387,-2.2204116448793263,0.6631973065316717,0.16027338727198154,0.3329336895689012
Georgia,5.185,1.467,0.99,0.524,0.68,0.0,0.174,0.20820954419394555,-0.4345615508745407,0.018951129065214022,0.36673712560352517,-1.9988297348085506,0.15803419035822136
Iraq,5.166,1.249,0.996,0.498,0.425,0.141,0.048,-0.3064543651604899,-0.41649604049472205,-0.13926471909391125,-1.208207585577256,-0.07203517649617719,-0.8436629414847622
Nepal,5.158,0.965,0.99,0.443,0.653,0.209,0.115,-0.9769339534937915,-0.4345615508745407,-0.4739520901997528,0.19997827383144232,0.8571990785764569,-0.311014466615874
Laos,5.139,1.208,0.846,0.423,0.796,0.17,0.167,-0.4032489536170584,-0.8681337999901868,-0.5956565887836953,1.083182562846547,0.32425590287303474,0.102384349700278
Gabon,5.106,1.403,1.038,0.344,0.516,0.045,0.1,0.057115552456863436,-0.2900374678359919,-1.076389358190268,-0.646168492567644,-1.3838953013046016,-0.4302641251686101
Ivory Coast,5.08,1.08,0.578,0.288,0.547,0.12,0.164,-0.7054369370912221,-1.6750599302887503,-1.4171619542253067,-0.4547046257182155,-0.35900457879801995,0.07853441798973076
Guinea,5.023,0.831,0.622,0.236,0.521,0.21,0.107,-1.293286998693307,-1.5425795208367472,-1.7335936505435567,-0.615287223720962,0.870864288209878,-0.37461428451066664
Turkiye,4.975,1.702,1.175,0.631,0.202,0.068,0.115,0.7630077951035432,0.1224583525031992,0.6700701964893058,-2.585512176139272,-1.0695954797359164,-0.311014466615874
Senegal,4.969,0.927,0.751,0.392,0.607,0.152,0.069,-1.0666460110876839,-1.1541710476706477,-0.784298561588806,-0.08412939955803213,0.07828212947145492,-0.6767134195109314
Iran,4.923,1.435,1.136,0.571,0.366,0.235,0.123,0.1326625483254045,0.005032535034377957,0.30495670073747827,-1.5726065579681034,1.2124945290454052,-0.24741464872108143
Azerbaijan,4.893,1.433,0.876,0.496,0.668,0.112,0.199,0.12794086108362068,-0.7778062480910938,-0.1514351689523055,0.29262208037148835,-0.46832625586538856,0.35678362127944846
Nigeria,4.881,1.042,1.075,0.256,0.566,0.201,0.019,-0.7951489946851147,-0.17863348716044417,-1.6118891519596144,-0.3373558041008246,0.7478774015090885,-1.0742122813533854
Cameroon,4.874,0.943,0.856,0.288,0.521,0.126,0.06,-1.0288725131534135,-0.8380246160238224,-1.4171619542253067,-0.615287223720962,-0.2770133209974933,-0.7482632146425733
Ukraine,4.873,1.35,1.315,0.513,0.631,0.285,0.025,-0.06800915945040743,0.5439869280322992,-0.04798634515595436,0.0641006909060415,1.8957550107164596,-1.0265124179322909
Namibia,4.832,1.266,1.212,0.307,0.47,0.069,0.061,-0.26632002360532775,0.2338623331787469,-1.3015426805705612,-0.9302761659571184,-1.0559302701024953,-0.7403132374057242
Morocco,4.795,1.213,0.471,0.495,0.631,0.042,0.082,-0.3914447355125986,-1.9972281987288483,-0.15752039388150263,0.0641006909060415,-1.4248909302048647,-0.5733637154318936
Pakistan,4.657,1.069,0.6,0.321,0.542,0.144,0.074,-0.7314062169210334,-1.6088197255627488,-1.2163495315618016,-0.48558589456489754,-0.031039547595913885,-0.6369635333266862
Niger,4.556,0.573,0.677,0.293,0.615,0.145,0.147,-1.9023846528834187,-1.3769790090217433,-1.386735829579321,-0.03471936940334092,-0.01737433796249278,-0.05661519503670366
Burkina Faso,4.548,0.756,0.685,0.274,0.483,0.173,0.179,-1.4703502702601998,-1.352891661848652,-1.502355103234066,-0.8499848669557452,0.36525153177329767,0.1977840765424668
Mauritania,4.505,1.078,0.705,0.4,0.343,0.133,0.198,-0.7101586243330059,-1.2926732939159236,-0.7356167621552289,-1.7146603946628403,-0.1813568535635456,0.34883364404259937
Gambia,4.485,0.75,0.684,0.33,0.459,0.324,0.048,-1.4845153319855513,-1.3559025802452884,-1.1615825071990273,-0.9982149574198185,2.4286981864198824,-0.8436629414847622
Chad,4.471,0.603,0.805,0.199,0.411,0.218,0.113,-1.8315593442566616,-0.9915814542522802,-1.9587469729238502,-1.2946751383479658,0.9801859652772469,-0.32691442108957214
Kenya,4.47,1.037,0.895,0.353,0.519,0.282,0.069,-0.8069532127895744,-0.7205987985550015,-1.021622333827494,-0.6276397312596348,1.8547593818161963,-0.6767134195109314
Tunisia,4.422,1.306,0.955,0.579,0.254,0.024,0.018,-0.1718862787696514,-0.5399436947568158,0.35363850017105525,-2.2643469801337797,-1.6708647036064446,-1.0821622585902346
Benin,4.377,0.914,0.128,0.284,0.567,0.112,0.252,-1.0973369781592786,-3.0299732087751443,-1.441502853942095,-0.33117955033148816,-0.46832625586538856,0.7781324148324494
Uganda,4.372,0.772,1.151,0.373,0.587,0.178,0.054,-1.4325767723259293,0.0501963109839248,-0.8999178352435513,-0.20765447494476016,0.4335775799404032,-0.7959630780636677
Myanmar,4.354,0.978,0.988,0.436,0.45,0.401,0.174,-0.9462429864221967,-0.4405833876678135,-0.5165486647041327,-1.053801241343846,3.480919328193306,0.15803419035822136
Cambodia,4.341,1.011,1.019,0.442,0.863,0.17,0.071,-0.868335146932764,-0.3472449173720844,-0.4800373151289499,1.4969915653920853,0.32425590287303474,-0.6608134650372335
Ghana,4.289,1.077,0.747,0.36,0.623,0.183,0.028,-0.7125194679538981,-1.1662147212571934,-0.979025759323114,0.014690660751350287,0.5019036281075087,-1.0026624862217437
Liberia,4.269,0.619,0.673,0.301,0.546,0.178,0.075,-1.793785846322391,-1.389022682608289,-1.338054030145744,-0.4608808794875519,0.4335775799404032,-0.6290135560898371
Mali,4.232,0.747,0.688,0.267,0.586,0.12,0.09,-1.4915978628482272,-1.343858906658743,-1.544951677738446,-0.21383072871409656,-0.35900457879801995,-0.5097638975371009
Madagascar,4.228,0.628,0.823,0.333,0.25,0.172,0.123,-1.772538253734364,-0.9373849231128247,-1.143326832411436,-2.2890519952111252,0.35158632213987656,-0.24741464872108143
Togo,4.214,0.758,0.586,0.32,0.453,0.127,0.156,-1.4656285830184161,-1.6509725831156588,-1.2224347564909985,-1.0352724800358368,-0.2633481113640722,0.014934600094938091
Jordan,4.186,1.262,0.983,0.594,0.593,0.059,0.189,-0.2757633980888954,-0.45563797965099573,0.44491687410901215,-0.17059695232874175,-1.1925823664367063,0.27728384891095764
India,4.054,1.166,0.653,0.417,0.767,0.174,0.122,-0.5024043856945185,-1.4492410505410178,-0.6321679383588781,0.9040712035357914,0.37891674140671877,-0.2553646259579305
Egypt,3.977,1.37,0.996,0.488,0.49,0.025,0.259,-0.020792287032569273,-0.41649604049472205,-0.2001169683858825,-0.8067510905703904,-1.6571994939730235,0.833782255490393
Sri Lanka,3.898,1.361,1.179,0.586,0.583,0.144,0.031,-0.04203987962059671,0.13450202608974493,0.3962350746754351,-0.23235949002210576,-0.031039547595913885,-0.9788125545111964
Bangladesh,3.886,1.122,0.249,0.513,0.775,0.14,0.167,-0.606281505013762,-2.665652082782136,-0.04798634515595436,0.9534812336904827,-0.0857003861295979,0.102384349700278
Ethiopia,3.861,0.792,0.915,0.42,0.441,0.27,0.101,-1.3853598999080912,-0.6603804306222728,-0.6139122635712867,-1.1093875252678738,1.6907768662151437,-0.42231414793176103
Tanzania,3.781,0.82,0.706,0.38,0.709,0.191,0.257,-1.319256278523118,-1.289662375519287,-0.8573212607391714,0.5458484849142801,0.6112253051748775,0.8178823010166949
Comoros,3.566,0.896,0.328,0.37,0.172,0.128,0.16,-1.139832163335333,-2.4277895294478578,-0.9181735100311427,-2.7707997892193643,-0.24968290173065114,0.04673450904233443
Yemen,3.561,0.671,1.281,0.293,0.362,0.08,0.113,-1.6710219780360118,0.4416157025466605,-1.386735829579321,-1.597311573045449,-0.9056129641348635,-0.32691442108957214
Zambia,3.502,0.899,0.809,0.264,0.727,0.168,0.109,-1.1327496324726574,-0.9795377806657345,-1.5632073525260373,0.6570210527623354,0.29692548360619253,-0.3587143300369685
Eswatini,3.502,1.255,0.925,0.176,0.284,0.059,0.116,-0.292289303435139,-0.6302712466559085,-2.098707146295384,-2.079059367053688,-1.1925823664367063,-0.3030644893790249
Malawi,3.421,0.617,0.41,0.349,0.571,0.135,0.136,-1.798507533564175,-2.180894220923671,-1.0459632335442823,-0.3064745352541426,-0.15402643429670343,-0.14406494464204336
Botswana,3.383,1.445,0.969,0.241,0.567,0.014,0.082,0.1562709845343236,-0.49779083720390577,-1.7031675258975711,-0.33117955033148816,-1.8075167999406552,-0.5733637154318936
Zimbabwe,3.341,0.748,0.85,0.232,0.487,0.096,0.131,-1.4892370192273352,-0.856090126403641,-1.7579345502603454,-0.8252798518783996,-0.686969610000126,-0.18381483082628877
Congo (Kinshasa),3.295,0.534,0.665,0.262,0.473,0.189,0.072,-1.994457554098203,-1.4131100297813806,-1.5753778023844316,-0.9117474046491092,0.5838948859080353,-0.6528634878003844
Sierra Leone,3.245,0.654,0.566,0.253,0.469,0.181,0.053,-1.7111563195911743,-1.7111909510483876,-1.6301448267472056,-0.9364524197264549,0.4745732088406665,-0.8039130553005168
Lesotho,3.186,0.771,0.851,0.0,0.523,0.082,0.085,-1.4349376159468212,-0.8530792080070045,-3.169706733834077,-0.6029347161822891,-0.8782825448680213,-0.5495137837213463
Lebanon,2.707,1.377,0.577,0.556,0.173,0.068,0.029,-0.0042663816863261796,-1.6780708486853868,0.21367832679952203,-2.7646235354500277,-1.0695954797359164,-0.9947125089848946
Afghanistan,1.721,0.628,0.0,0.242,0.0,0.091,0.088,-1.772538253734364,-3.4153707635446073,-1.697082300968374,-3.8331154375452243,-0.7552956581672315,-0.5256638520107991
