cluster,n_countries,mean_ladder,log_GDP,Social_Support,Life_expectancy,Freedom,Generosity,Corruption
0,73,5.932616438356165,1.524109589041096,1.2893013698630138,0.5864383561643836,0.655958904109589,0.1289178082191781,0.11121917808219178
1,46,4.250608695652174,0.9051956521739131,0.7566304347826087,0.3329130434782609,0.5045652173913043,0.15084782608695652,0.1093695652173913
2,21,6.9388571428571435,1.9111428571428573,1.4229523809523807,0.7047619047619047,0.752,0.19657142857142856,0.40128571428571425
